54611.71348 -9.1970 0.0009 60.7
54616.71303 -9.1973 0.0014 37.5
54639.68651 -9.2156 0.0011 48.0
54640.65441 -9.2162 0.0014 38.9
54641.63171 -9.2044 0.0010 53.1
54643.64500 -9.2037 0.0013 39.6
54644.58703 -9.2159 0.0013 41.0
54646.62536 -9.2131 0.0012 43.0
54647.57912 -9.1982 0.0011 48.2
54648.48482 -9.1960 0.0011 47.7
54661.55371 -9.2177 0.0012 44.2
54662.54941 -9.2071 0.0014 37.3
54663.54487 -9.1919 0.0012 44.7
54664.55304 -9.1928 0.0013 41.4
54665.56938 -9.1994 0.0010 54.6
54672.53172 -9.2106 0.0019 26.8
54674.52412 -9.1967 0.0014 38.6
54677.50511 -9.2156 0.0011 49.4
54678.55679 -9.2032 0.0012 45.0
54679.50403 -9.1928 0.0017 31.3
54681.51414 -9.2029 0.0015 33.6
54682.50334 -9.2119 0.0014 36.9
54701.48507 -9.1919 0.0013 42.0
54703.51304 -9.2078 0.0013 41.7
54708.47905 -9.2114 0.0012 43.6
54721.47303 -9.2205 0.0013 40.5
54722.47237 -9.2034 0.0012 46.0
54916.91735 -9.2015 0.0010 57.0
54919.77751 -9.2200 0.0009 59.6
54935.69136 -9.2198 0.0011 48.2
54938.77023 -9.2012 0.0011 46.7
54941.70399 -9.2185 0.0010 54.4
54946.74298 -9.2110 0.0011 47.2
54955.79358 -9.2128 0.0010 52.1
54989.67874 -9.2116 0.0010 55.3
54993.61155 -9.2125 0.0010 53.1
54998.65589 -9.2053 0.0013 39.5
55049.51551 -9.2063 0.0013 42.8
55056.52501 -9.1936 0.0029 18.4
55227.84095 -9.1947 0.0011 46.4
55229.88062 -9.2118 0.0014 36.2
55230.85894 -9.2142 0.0018 28.7
55232.88302 -9.1898 0.0018 28.6
55272.83531 -9.2089 0.0011 46.8
55275.80926 -9.1968 0.0013 39.6
55277.83041 -9.2078 0.0012 45.4
55282.86587 -9.2046 0.0012 44.8
55292.84315 -9.1986 0.0011 50.8
55294.77402 -9.2233 0.0010 51.7
55295.68472 -9.2195 0.0013 40.8
55297.76797 -9.1960 0.0010 54.7
55298.73452 -9.2020 0.0010 52.1
55299.68212 -9.2132 0.0017 30.1
55300.72869 -9.2212 0.0013 40.5
55301.84323 -9.2123 0.0012 43.4
55305.80850 -9.2187 0.0010 54.2
55306.76724 -9.2129 0.0010 51.2
55307.76067 -9.1974 0.0008 65.9
55308.75781 -9.1883 0.0009 57.8
55309.76544 -9.2016 0.0009 60.0
55321.70852 -9.2117 0.0010 51.6
55325.66237 -9.2006 0.0013 39.8
55326.61457 -9.2156 0.0013 41.4
55328.63743 -9.2097 0.0016 33.4
55334.66359 -9.1920 0.0013 39.4
55336.78989 -9.2010 0.0010 56.4
55337.65473 -9.2133 0.0014 37.5
55349.63634 -9.2022 0.0030 17.7
55353.57756 -9.2173 0.0013 41.1
55354.60681 -9.2224 0.0013 41.7
55355.53696 -9.2072 0.0013 42.4
55359.56247 -9.2138 0.0012 44.2
55370.57818 -9.2175 0.0020 26.3
55372.55366 -9.1934 0.0015 34.3
55373.60234 -9.1943 0.0012 46.0
55374.61617 -9.2084 0.0015 35.2
55375.55663 -9.2155 0.0014 39.3
55389.64756 -9.1941 0.0015 33.9
55390.54432 -9.2014 0.0047 11.0
55391.54670 -9.2193 0.0014 39.1
55396.49708 -9.2145 0.0021 25.3
55399.54017 -9.1874 0.0013 42.2
55401.52230 -9.2063 0.0017 30.9
55407.49699 -9.2174 0.0010 54.2
55408.50168 -9.2111 0.0019 27.2
55410.55603 -9.1892 0.0012 43.5
55411.51484 -9.1973 0.0015 34.7
55423.51171 -9.2171 0.0011 48.7
55427.49846 -9.1975 0.0011 48.1
55428.48093 -9.2108 0.0013 40.5
55434.51127 -9.2217 0.0012 46.3
55435.48705 -9.2177 0.0010 56.7
55436.48340 -9.2024 0.0009 60.2
55437.51432 -9.1912 0.0009 59.7
55439.48708 -9.2156 0.0010 53.5
55443.49986 -9.2031 0.0021 24.8
55444.48950 -9.2166 0.0011 47.8
55445.49328 -9.2280 0.0012 44.9
55450.48002 -9.2164 0.0014 39.1
55453.48660 -9.1912 0.0012 46.7
55454.47680 -9.2019 0.0014 38.0
55455.48896 -9.2155 0.0013 40.2
55457.47397 -9.2104 0.0010 52.6
55458.48996 -9.1994 0.0013 40.9
55464.48161 -9.1896 0.0017 31.2
55626.90847 -9.2099 0.0017 31.2
55627.86994 -9.2227 0.0012 44.2
55629.88250 -9.1989 0.0010 54.3
55630.88945 -9.1915 0.0012 46.2
55633.83855 -9.2171 0.0009 58.9
55634.83780 -9.2046 0.0011 48.9
55635.80037 -9.1911 0.0014 39.5
55638.87580 -9.2200 0.0011 49.5
55639.82564 -9.2145 0.0010 56.6
55641.85816 -9.1963 0.0010 54.3
55642.78865 -9.2068 0.0012 43.5
55644.87268 -9.2115 0.0011 50.3
55646.85119 -9.1931 0.0012 43.2
55647.86060 -9.2042 0.0010 55.1
55648.89760 -9.2160 0.0011 50.0
55652.83978 -9.2023 0.0011 51.6
55653.72224 -9.2147 0.0011 50.5
55654.68243 -9.2219 0.0011 50.3
55656.75878 -9.1999 0.0010 57.5
55657.76630 -9.1918 0.0011 51.4
55658.82034 -9.2014 0.0015 34.5
55662.76574 -9.1915 0.0014 36.8
55663.75875 -9.1988 0.0030 17.3
55672.71848 -9.1978 0.0012 46.1
55674.73187 -9.2027 0.0010 52.8
55675.77838 -9.2182 0.0013 40.9
55676.75948 -9.2151 0.0014 39.0
55677.69188 -9.2023 0.0015 34.2
55678.76651 -9.1948 0.0015 35.5
55679.71364 -9.1996 0.0009 58.7
55680.62402 -9.2082 0.0013 41.9
55681.67631 -9.2190 0.0010 54.6
55682.67267 -9.2083 0.0010 52.5
55683.62142 -9.1926 0.0010 54.1
55684.67393 -9.1917 0.0011 50.7
55685.64645 -9.2045 0.0009 62.9
55686.65353 -9.2133 0.0014 36.9
55689.71145 -9.1935 0.0013 40.6
55690.73996 -9.2072 0.0016 33.8
55691.69250 -9.2180 0.0014 36.3
55692.71193 -9.2188 0.0012 46.3
55693.75657 -9.2083 0.0010 54.6
55695.62767 -9.1939 0.0009 58.7
